,thigh_length,spring_length,spring_force,spring_x_force,spring_y_force,thigh_angle,cable_thigh_angle
1,31.247030258890213,15.790139977169241,-38.1238517630322,-37.41825230611998,7.30085389562069,1.1108698970657558,2.223416602566578
2,31.367403462830648,15.665179785225568,-37.510154413032204,-36.84168675583858,7.049950430619184,1.1308179988232165,2.1998469306588118
3,30.97119306710672,15.879592660609347,-37.6456683130322,-36.81657465479817,7.85723700943979,1.1383434492781066,2.2135106217571523
4,30.879821890678063,15.884228293973043,-36.2552765630322,-35.40340111829399,7.813083125062199,1.15510380384804,2.203694687619951
5,31.0277053614991,15.738617308956226,-35.20538256303219,-34.415043762180744,7.4177978037039605,1.1750879126206342,2.1787964094606234
6,31.06697442622954,15.662604080114416,-33.444081613032196,-32.691330227338334,7.055743965470471,1.1933383561766249,2.160822895200888
7,31.504006094463595,15.39755546464327,-32.738826563032205,-32.149100257621015,6.185961311690814,1.2032578622001049,2.1284263236016736
8,31.08395084283849,15.588266719835502,-33.0532806130322,-32.29659460563717,7.0320221958536555,1.2152638409274374,2.140715387489622
9,30.75008943076426,15.754833216416856,-32.5876293130322,-31.707895538250224,7.5208340480964715,1.2202471521316214,2.154232977671051
10,31.238975655421232,15.474443880712368,-31.283062613032193,-30.613921147337717,6.435669229806732,1.2259636028507397,2.122832278961252
11,30.83683673790164,15.731282564105042,-33.2025927630322,-32.348790222923476,7.481172187635358,1.212632936150837,2.1562300739069884
12,31.076140365238405,15.553787069093781,-30.867996663032198,-30.148171775292727,6.627288781727394,1.2281836595648814,2.129791325219439
13,30.867005037742153,15.645063037122103,-31.7186024630322,-30.89385627941755,7.186054995236625,1.2347024938171445,2.135430934007859
14,30.825992279243824,15.612326272075968,-30.6295468630322,-29.80228013547954,7.0705897746289486,1.251712979899762,2.1228227719336052
15,30.90851015497188,15.51121556053735,-30.463053363032202,-29.656226908902564,6.964612388829035,1.2699187126581726,2.1023388733139057
16,30.88272170648176,15.512030837989956,-30.80755131303219,-29.97818757074988,7.1002456209661196,1.2737257956903563,2.1004284922362007
17,31.063472117585306,15.481393908912827,-31.513674763032196,-30.752840473230954,6.882913619840103,1.2542376223992495,2.1075402542882244
18,31.70856824266905,15.18787391136901,-32.1041942630322,-31.570119611581482,5.831538132341049,1.2439595491274558,2.0802912326647727
19,31.26122998219999,15.362457516925366,-33.4752384630322,-32.74094120919057,6.972973461386258,1.2606790361148223,2.090752611524936
20,31.074764681329448,15.39658446684758,-34.312211063032194,-33.46620780469609,7.572368401429466,1.279986821250155,2.084127884467465
21,31.636474203046077,15.013740511917574,-33.13532491303219,-32.51396911084944,6.386827831634458,1.3229811180541202,2.0125752825736
22,31.5152566227851,15.021912690610078,-35.057999913032205,-34.34079014043329,7.055032985953065,1.3386700307042179,2.005545143980419
23,32.016478569636604,14.720188218269008,-33.9148315130322,-33.39908916787718,5.892082765334434,1.3790974894051,1.9371129436743832
24,31.69212678253071,14.74600739057383,-36.1465403630322,-35.44398119869879,7.09200796690209,1.4133250417076606,1.9257502992292324
25,31.94037100598551,14.586123775279615,-36.224583513032194,-35.617435493700775,6.604448466352656,1.443024002511771,1.8819136422198892
26,32.05223861136692,14.443568469766312,-35.596682313032204,-35.032948743063756,6.310015377224327,1.4870850876641877,1.8327134359911863
27,30.90554966345041,14.791812714346396,-39.332075263032195,-38.080256021982166,9.844097002626507,1.4842962468218441,1.9102675677926952
28,31.710919255045262,14.42462775837784,-37.677973363032194,-36.90447420317279,7.5953578278259855,1.5266331418011008,1.8179365648567598
29,31.95239740614153,14.325018370777268,-36.9342558130322,-36.28794810895384,6.879249559681378,1.542938788882605,1.7860045709527652
30,31.430268850265985,14.346245686054283,-38.718610963032205,-37.74851579087338,8.612803869404011,1.5749324789166403,1.7909828885285441
31,31.30654244722659,14.321027412835322,-39.178489113032185,-38.11484644997047,9.067110304565315,1.5912407623179796,1.7839000779070577
32,31.726432197774773,14.159733550635444,-37.896700313032206,-37.09796943999696,7.739545079966066,1.618724252435091,1.7285428226826092
33,31.61774343624162,14.140088516877501,-39.251668913032205,-38.359083283711286,8.323114927213268,1.6312422468859085,1.7240173429808985
34,31.56627630874444,14.049703117889642,-38.7686067130322,-37.84891163951465,8.394328691085308,1.663750708867383,1.6960944019844262
35,31.79034444607356,13.945968559992652,-38.071334663032204,-37.290103019773355,7.672987670998018,1.6912496634743317,1.653275356876362
36,31.368680240010093,13.915149499129479,-38.403005663032204,-37.36078327849237,8.88609682438857,1.713459802874031,1.661639745169115
37,31.22768323138942,13.844274006662035,-37.13886856303219,-36.03763887109683,8.97686708927962,1.738419334486189,1.6473019027317395
38,31.286554620155925,13.730540691732887,-36.64498801303219,-35.59177021106469,8.722444595297866,1.7712633995463445,1.6106617527418985
39,31.0593142229509,13.661167607655605,-36.1597166130322,-34.97099423092011,9.195361223777423,1.7938305329545703,1.6048843959601984
40,31.330917637375386,13.593098290977332,-34.129837663032205,-33.173683405490664,8.022004002567245,1.8125237248284227,1.5663324765953774
41,30.92348783691775,13.537222741558095,-33.9208093630322,-32.71612001728469,8.959732075112342,1.8287948831567098,1.5801065377126309
42,30.865440220414804,13.503259106402052,-32.63344301303219,-31.43702524076267,8.7552867969285,1.838014504645224,1.5751975833267426
43,31.128854781376077,13.453340107831334,-32.106201763032196,-31.091930900525682,8.006249092144703,1.8527143622465627,1.5409055456442267
44,31.16245176490451,13.44159912388873,-32.4212064130322,-31.4173268049889,8.005385793637082,1.8564131442825351,1.5346781922007833
45,30.80761756449206,13.42056213943166,-31.980123513032197,-30.77075530232032,8.711424569697005,1.859796964201692,1.5576834335101777
46,31.23133842793164,13.375064104709812,-31.84631716303219,-30.90215071802707,7.697077227674,1.8768519673503423,1.5088523512385863
47,31.1624517649045,13.441599123888736,-31.52721136303219,-30.551013124674924,7.78464214882397,1.8564131442825351,1.5346781922007842
48,31.58098320192074,13.500994440086595,-31.1083830130322,-30.368081408683178,6.7461933889491705,1.8439635885550116,1.516226804659588
49,31.38903152376639,13.513051276706516,-31.2186924630322,-30.376095469701244,7.204136528202314,1.837411615561708,1.5370433854763634
50,31.394171433563912,13.567578372135468,-30.881170563032203,-30.04965705939982,7.117921463148442,1.8205648179755156,1.5536130556348646
51,31.72101196368111,13.703898140510802,-31.230171513032197,-30.55255585427876,6.470312473488766,1.7768475386001983,1.5734381379199507
52,31.40011624182305,13.808131775327482,-33.03506511303219,-32.15149572804764,7.589258822283673,1.7458928414990789,1.62750359047989
53,31.547006197102125,13.95353580430489,-33.14354846303219,-32.34182904325324,7.245750399947867,1.6960163049673171,1.6659735351911102
54,31.44679633921395,14.064019657306636,-34.576774113032194,-33.69213970522045,7.771295268329541,1.6641049093019085,1.7041791148445071
55,31.580945204347508,14.217775267899663,-35.64551026303219,-34.82193149857445,7.618102691649798,1.607218742158379,1.7497536777729321
56,31.44259849312713,14.443867803216797,-35.32067036303219,-34.455287719719756,7.7706436699484245,1.5424869971412236,1.820922918680898
57,31.52328821680885,14.556831860050554,-36.22197371303219,-35.39645393545074,7.689111032044557,1.4980875746773203,1.8574100956409247
58,31.041064736893286,14.88438980070798,-36.5677343630322,-35.511508511224626,8.725363012649208,1.4435243740966182,1.9390007299876586
59,31.415946587680587,14.970104475879351,-37.661204663032194,-36.8224795419341,7.90388113869649,1.370841311829368,1.9821912776780084
60,31.57608272094561,15.018529577027847,-37.1884516130322,-36.459966922905025,7.324735173063173,1.3306567073163202,2.0091948378209348
61,31.725221827435654,15.083012708063839,-36.8851988630322,-36.25497496459378,6.789306701137476,1.2818454143420892,2.044868662080192
62,31.70856824266905,15.18787391136901,-40.6133624630322,-39.937732131868216,7.377178506500596,1.2439595491274558,2.0802912326647727
63,31.960671144392453,15.118963881199463,-37.9271702130322,-37.40500312612672,6.271840360114955,1.2214372294912361,2.0862838897259746
64,31.636943594475113,15.35708442083819,-38.5701971130322,-37.936363307022575,6.963651655255922,1.1916399518468996,2.1314931098184964
65,31.59467834936764,15.424505335793837,-39.3938692630322,-38.7432601336276,7.129988059662892,1.1740087643740187,2.1495792377543896
66,31.680167297538066,15.41901556157975,-39.5758633130322,-38.96735559671193,6.9133316694059435,1.1572833497249138,2.159895708218755
67,31.31225478945903,15.687648691305068,-39.37979601303219,-38.65331766060385,7.529234214478692,1.1345743299496804,2.199398150942467
68,31.305632081144772,15.716359433558761,-39.5792652630322,-38.85528469509674,7.53558823347242,1.1252921761065937,2.207862241012005
69,31.080220398188953,15.86125063208471,-39.319017063032206,-38.51541258109898,7.908735455857651,1.1218260347662066,2.2222909992207516
70,31.189543119449503,15.814941807904322,-38.107098413032205,-37.37693686608521,7.423984103512193,1.1146048458144875,2.223060646406908
